run_id,stage,problem,representation,local_search,surrogate,control_mode,rng_seed,budget_seconds,iterations,completed_iterations,stop_reason,best_exact_score,time_to_best,best_certificate_path,best_rendering_path,best_certificate_hash,num_exact_calls,num_exact_timeouts,num_invalid_samples,num_repaired_samples,num_duplicates,num_model_train_calls,num_model_samples,num_model_samples_valid,fallback_floor_attempts,fallback_floor_used,effective_train_every,effective_model_samples,effective_local_search,num_exports,event_stream,checkpoint_path,checkpoint_every,resumed_from_checkpoint,elapsed_seconds,return_code,summary_path
misr/endpoint_sequence_pair/program_coeff_pivot/triangle_free_exact_gap_pressure/budget86400/git20750a588a5b,main,misr,endpoint_sequence_pair,program_coeff_pivot,triangle_free_exact_gap_pressure,patternboost,1224966068526812469,86400,1000000,15981,budget_exhausted,1.25,537.3481967498083,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/program_coeff_pivot/triangle_free_exact_gap_pressure/certificates/best_iter000375_def3f2318598.json,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/program_coeff_pivot/triangle_free_exact_gap_pressure/renderings/best_iter000375_def3f2318598.svg,def3f2318598fb7eea58345ed124c90e4bc6e9f083c0b8644164e4ac57ab1a8a,19182,0,0,14856,162338,2282,36512,14856,0,False,7,16,program_coeff_pivot,3,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/program_coeff_pivot/triangle_free_exact_gap_pressure/events.jsonl,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/program_coeff_pivot/triangle_free_exact_gap_pressure/checkpoint.json,1,False,86410.4903962498,0,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/program_coeff_pivot/triangle_free_exact_gap_pressure/summary.json
misr/endpoint_sequence_pair/sequence_pair_pivot/exact_lp_gap_pressure/budget86400/git20750a588a5b,main,misr,endpoint_sequence_pair,sequence_pair_pivot,exact_lp_gap_pressure,patternboost,3676062218088336589,86400,1000000,13840,budget_exhausted,1.25,2347.115168008022,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/sequence_pair_pivot/exact_lp_gap_pressure/certificates/best_iter000520_8b79760a5bc8.json,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/sequence_pair_pivot/exact_lp_gap_pressure/renderings/best_iter000520_8b79760a5bc8.svg,8b79760a5bc8d1fa0c4f5a2b30451edc986596a8268ab69f96c36ab927609e12,15640,0,0,6161,243646,1942,31072,6161,0,False,7,16,sequence_pair_pivot,4,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/sequence_pair_pivot/exact_lp_gap_pressure/events.jsonl,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/sequence_pair_pivot/exact_lp_gap_pressure/checkpoint.json,1,False,86407.815556488,0,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/sequence_pair_pivot/exact_lp_gap_pressure/summary.json
misr/endpoint_sequence_pair/sequence_pair_pivot/graph_conflict_proxy/budget86400/git20750a588a5b,main,misr,endpoint_sequence_pair,sequence_pair_pivot,graph_conflict_proxy,patternboost,3082982648746894313,86400,1000000,12914,budget_exhausted,1.25,161.68075645482168,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/sequence_pair_pivot/graph_conflict_proxy/certificates/best_iter000065_522018eeafc3.json,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/sequence_pair_pivot/graph_conflict_proxy/renderings/best_iter000065_522018eeafc3.svg,522018eeafc3d0b2bd93bbadc0bad64662b7a3e3277a00c7e9bcd3cfdc86212b,15424,0,0,18436,162835,1839,29424,18436,0,False,7,16,sequence_pair_pivot,2,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/sequence_pair_pivot/graph_conflict_proxy/events.jsonl,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/sequence_pair_pivot/graph_conflict_proxy/checkpoint.json,1,False,86411.02456240798,0,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/sequence_pair_pivot/graph_conflict_proxy/summary.json
misr/endpoint_sequence_pair/sequence_pair_pivot/triangle_free_exact_gap_pressure/budget86400/git20750a588a5b,main,misr,endpoint_sequence_pair,sequence_pair_pivot,triangle_free_exact_gap_pressure,patternboost,4536466958564528615,86400,1000000,16026,budget_exhausted,1.3333333333333337,53879.10799726099,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/sequence_pair_pivot/triangle_free_exact_gap_pressure/certificates/best_iter011765_45a913b55f1e.json,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/sequence_pair_pivot/triangle_free_exact_gap_pressure/renderings/best_iter011765_45a913b55f1e.svg,45a913b55f1e569569a8ac9504c521eb1f642ca1203ab72da51671fad1e3a190,18780,0,0,20440,274950,2262,36192,20440,0,False,7,16,sequence_pair_pivot,7,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/sequence_pair_pivot/triangle_free_exact_gap_pressure/events.jsonl,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/sequence_pair_pivot/triangle_free_exact_gap_pressure/checkpoint.json,1,False,86410.53449701495,0,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/sequence_pair_pivot/triangle_free_exact_gap_pressure/summary.json
misr/quadratic_program_rectangles/lp_dual_pivot/exact_lp_gap_pressure/budget86400/git20750a588a5b,main,misr,quadratic_program_rectangles,lp_dual_pivot,exact_lp_gap_pressure,patternboost,1681317091259237613,86400,1000000,16782,budget_exhausted,1.3333333333333333,3454.5287454351783,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/lp_dual_pivot/exact_lp_gap_pressure/certificates/best_iter001325_45f56b70ab4b.json,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/lp_dual_pivot/exact_lp_gap_pressure/renderings/best_iter001325_45f56b70ab4b.svg,45f56b70ab4b4744e3ab07f70300bf6c45efffbbb65e0824f90ce899eda9e20a,19191,0,0,31689,307980,2397,38352,25327,0,False,7,16,lp_dual_pivot,2,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/lp_dual_pivot/exact_lp_gap_pressure/events.jsonl,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/lp_dual_pivot/exact_lp_gap_pressure/checkpoint.json,1,False,86412.08109850436,0,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/lp_dual_pivot/exact_lp_gap_pressure/summary.json
misr/quadratic_program_rectangles/lp_dual_pivot/graph_conflict_proxy/budget86400/git20750a588a5b,main,misr,quadratic_program_rectangles,lp_dual_pivot,graph_conflict_proxy,patternboost,7181755379638629049,86400,1000000,16502,budget_exhausted,1.3333333333333333,541.4341807588935,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/lp_dual_pivot/graph_conflict_proxy/certificates/best_iter000210_76ad2bacfbd4.json,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/lp_dual_pivot/graph_conflict_proxy/renderings/best_iter000210_76ad2bacfbd4.svg,76ad2bacfbd4132987925a07254f3b51f87d837add38d03bd368b14e2eaea1b1,18879,0,0,30666,299263,2357,37712,24537,0,False,7,16,lp_dual_pivot,3,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/lp_dual_pivot/graph_conflict_proxy/events.jsonl,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/lp_dual_pivot/graph_conflict_proxy/checkpoint.json,1,False,86405.55005471408,0,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/lp_dual_pivot/graph_conflict_proxy/summary.json
misr/quadratic_program_rectangles/lp_dual_pivot/triangle_free_exact_gap_pressure/budget86400/git20750a588a5b,main,misr,quadratic_program_rectangles,lp_dual_pivot,triangle_free_exact_gap_pressure,patternboost,7339314353964240297,86400,1000000,16221,budget_exhausted,1.3333333333333333,696.6059307903051,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/lp_dual_pivot/triangle_free_exact_gap_pressure/certificates/best_iter000265_d0e9d9fb46c8.json,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/lp_dual_pivot/triangle_free_exact_gap_pressure/renderings/best_iter000265_d0e9d9fb46c8.svg,d0e9d9fb46c87124514b77e31de3bc6733f1e5a70089edcaf40ed728bb3e1091,18515,0,0,30674,294620,2317,37072,24838,0,False,7,16,lp_dual_pivot,3,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/lp_dual_pivot/triangle_free_exact_gap_pressure/events.jsonl,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/lp_dual_pivot/triangle_free_exact_gap_pressure/checkpoint.json,1,False,86407.90532948077,0,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/lp_dual_pivot/triangle_free_exact_gap_pressure/summary.json
misr/quadratic_program_rectangles/program_coeff_pivot/exact_lp_gap_pressure/budget86400/git20750a588a5b,main,misr,quadratic_program_rectangles,program_coeff_pivot,exact_lp_gap_pressure,patternboost,6314840418300829172,86400,1000000,12731,budget_exhausted,1.3333333333333333,1049.9063703492284,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/program_coeff_pivot/exact_lp_gap_pressure/certificates/best_iter000180_1f11d6277373.json,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/program_coeff_pivot/exact_lp_gap_pressure/renderings/best_iter000180_1f11d6277373.svg,1f11d6277373b79a88c2141fa5941c66efcfe31010f39dc8467179cadb2d5d62,14646,0,0,41946,224109,1818,29088,21294,0,False,7,16,program_coeff_pivot,3,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/program_coeff_pivot/exact_lp_gap_pressure/events.jsonl,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/program_coeff_pivot/exact_lp_gap_pressure/checkpoint.json,1,False,86405.02851821482,0,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/program_coeff_pivot/exact_lp_gap_pressure/summary.json
misr/quadratic_program_rectangles/program_coeff_pivot/graph_conflict_proxy/budget86400/git20750a588a5b,main,misr,quadratic_program_rectangles,program_coeff_pivot,graph_conflict_proxy,patternboost,4853092664571295268,86400,1000000,15981,budget_exhausted,1.3333333333333333,1187.9542960450053,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/program_coeff_pivot/graph_conflict_proxy/certificates/best_iter000455_f165e177826f.json,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/program_coeff_pivot/graph_conflict_proxy/renderings/best_iter000455_f165e177826f.svg,f165e177826f7443686a02ef1e03c94adde765a08323331019b83d7c346f20ab,18342,0,0,52403,279235,2282,36512,26668,0,False,7,16,program_coeff_pivot,3,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/program_coeff_pivot/graph_conflict_proxy/events.jsonl,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/program_coeff_pivot/graph_conflict_proxy/checkpoint.json,1,False,86409.94749306142,0,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/program_coeff_pivot/graph_conflict_proxy/summary.json
misr/quadratic_program_rectangles/program_coeff_pivot/triangle_free_exact_gap_pressure/budget86400/git20750a588a5b,main,misr,quadratic_program_rectangles,program_coeff_pivot,triangle_free_exact_gap_pressure,patternboost,7284342684735856740,86400,1000000,16204,budget_exhausted,1.3333333333333333,7584.856618643971,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/program_coeff_pivot/triangle_free_exact_gap_pressure/certificates/best_iter002580_73ed607be397.json,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/program_coeff_pivot/triangle_free_exact_gap_pressure/renderings/best_iter002580_73ed607be397.svg,73ed607be397c24b9f8dbc6485bd05023714078a8e0b812908694bd74ea83ea3,18634,0,0,51200,282768,2314,37024,25930,0,False,7,16,program_coeff_pivot,3,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/program_coeff_pivot/triangle_free_exact_gap_pressure/events.jsonl,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/program_coeff_pivot/triangle_free_exact_gap_pressure/checkpoint.json,1,False,86409.83534226392,0,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/program_coeff_pivot/triangle_free_exact_gap_pressure/summary.json
misr/quadratic_program_rectangles/sequence_pair_pivot/exact_lp_gap_pressure/budget86400/git20750a588a5b,main,misr,quadratic_program_rectangles,sequence_pair_pivot,exact_lp_gap_pressure,patternboost,7023907597238692888,86400,1000000,15394,budget_exhausted,1.3333333333333333,4276.105103752576,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/sequence_pair_pivot/exact_lp_gap_pressure/certificates/best_iter001195_cd0a25d78d0a.json,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/sequence_pair_pivot/exact_lp_gap_pressure/renderings/best_iter001195_cd0a25d78d0a.svg,cd0a25d78d0a35061406623fc1ed1c62f433583d480301077c6de9ce99bff98c,17420,0,0,31784,291606,2199,35184,25238,0,False,7,16,sequence_pair_pivot,3,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/sequence_pair_pivot/exact_lp_gap_pressure/events.jsonl,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/sequence_pair_pivot/exact_lp_gap_pressure/checkpoint.json,1,False,86417.41474969033,0,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/sequence_pair_pivot/exact_lp_gap_pressure/summary.json
misr/quadratic_program_rectangles/sequence_pair_pivot/graph_conflict_proxy/budget86400/git20750a588a5b,main,misr,quadratic_program_rectangles,sequence_pair_pivot,graph_conflict_proxy,patternboost,6329519607519956481,86400,1000000,16750,budget_exhausted,1.3333333333333333,10869.565187667962,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/sequence_pair_pivot/graph_conflict_proxy/certificates/best_iter003490_96efc691b0cd.json,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/sequence_pair_pivot/graph_conflict_proxy/renderings/best_iter003490_96efc691b0cd.svg,96efc691b0cdfe69fe6d4d8893b3a00addc6e8b3d07ffa90047d5430140dcba1,18937,0,0,35260,316871,2392,38272,28190,0,False,7,16,sequence_pair_pivot,3,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/sequence_pair_pivot/graph_conflict_proxy/events.jsonl,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/sequence_pair_pivot/graph_conflict_proxy/checkpoint.json,1,False,86408.98309763405,0,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/sequence_pair_pivot/graph_conflict_proxy/summary.json
misr/quadratic_program_rectangles/sequence_pair_pivot/triangle_free_exact_gap_pressure/budget86400/git20750a588a5b,main,misr,quadratic_program_rectangles,sequence_pair_pivot,triangle_free_exact_gap_pressure,patternboost,6728073468153966352,86400,1000000,16562,budget_exhausted,1.3333333333333333,2147.7270910618827,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/sequence_pair_pivot/triangle_free_exact_gap_pressure/certificates/best_iter000790_a5c7fc011ab5.json,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/sequence_pair_pivot/triangle_free_exact_gap_pressure/renderings/best_iter000790_a5c7fc011ab5.svg,a5c7fc011ab5b7effde8108f45877239375d5dab1040e028809cbf91f567808c,18812,0,0,33430,311182,2365,37840,26984,0,False,7,16,sequence_pair_pivot,3,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/sequence_pair_pivot/triangle_free_exact_gap_pressure/events.jsonl,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/sequence_pair_pivot/triangle_free_exact_gap_pressure/checkpoint.json,1,False,86407.04925798485,0,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/sequence_pair_pivot/triangle_free_exact_gap_pressure/summary.json
misr/triangle_free_rect/lp_dual_pivot/exact_lp_gap_pressure/budget86400/git20750a588a5b,main,misr,triangle_free_rect,lp_dual_pivot,exact_lp_gap_pressure,patternboost,5085722636322236333,86400,1000000,14714,budget_exhausted,1.375,273.26788376271725,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/lp_dual_pivot/exact_lp_gap_pressure/certificates/best_iter000195_834db4026d83.json,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/lp_dual_pivot/exact_lp_gap_pressure/renderings/best_iter000195_834db4026d83.svg,834db4026d83154793aba42be986b89e6ff4c123558b60541825a0ca5e350f2b,17658,0,0,3441,128147,2101,33616,3441,0,False,7,16,lp_dual_pivot,6,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/lp_dual_pivot/exact_lp_gap_pressure/events.jsonl,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/lp_dual_pivot/exact_lp_gap_pressure/checkpoint.json,1,False,86414.4299563393,0,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/lp_dual_pivot/exact_lp_gap_pressure/summary.json
misr/triangle_free_rect/lp_dual_pivot/graph_conflict_proxy/budget86400/git20750a588a5b,main,misr,triangle_free_rect,lp_dual_pivot,graph_conflict_proxy,patternboost,8904101435701484223,86400,1000000,16598,budget_exhausted,1.3333333333333333,10.835989109240472,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/lp_dual_pivot/graph_conflict_proxy/certificates/best_iter000005_fdc334cabd78.json,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/lp_dual_pivot/graph_conflict_proxy/renderings/best_iter000005_fdc334cabd78.svg,fdc334cabd78f34e46805d057c0f78873c75f707d6483573c48612baa30c7993,19920,0,0,4287,194433,2371,37936,4114,0,False,7,16,lp_dual_pivot,2,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/lp_dual_pivot/graph_conflict_proxy/events.jsonl,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/lp_dual_pivot/graph_conflict_proxy/checkpoint.json,1,False,86420.72354343347,0,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/lp_dual_pivot/graph_conflict_proxy/summary.json
misr/triangle_free_rect/lp_dual_pivot/triangle_free_exact_gap_pressure/budget86400/git20750a588a5b,main,misr,triangle_free_rect,lp_dual_pivot,triangle_free_exact_gap_pressure,patternboost,5388627244542926929,86400,1000000,14305,budget_exhausted,1.375,116.85740282386541,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/lp_dual_pivot/triangle_free_exact_gap_pressure/certificates/best_iter000060_923daab5ebd0.json,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/lp_dual_pivot/triangle_free_exact_gap_pressure/renderings/best_iter000060_923daab5ebd0.svg,923daab5ebd068d8ab3a9a6660de86be6c7e7c56a4468cf3b74cba680a42b4b2,17166,0,0,3290,128070,2043,32688,3283,0,False,7,16,lp_dual_pivot,3,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/lp_dual_pivot/triangle_free_exact_gap_pressure/events.jsonl,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/lp_dual_pivot/triangle_free_exact_gap_pressure/checkpoint.json,1,False,86416.35031823814,0,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/lp_dual_pivot/triangle_free_exact_gap_pressure/summary.json
misr/triangle_free_rect/program_coeff_pivot/exact_lp_gap_pressure/budget86400/git20750a588a5b,main,misr,triangle_free_rect,program_coeff_pivot,exact_lp_gap_pressure,patternboost,8252846010096135423,86400,1000000,14905,budget_exhausted,1.4,52111.002484597266,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/program_coeff_pivot/exact_lp_gap_pressure/certificates/best_iter011165_85fa3b539739.json,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/program_coeff_pivot/exact_lp_gap_pressure/renderings/best_iter011165_85fa3b539739.svg,85fa3b53973925ceba748d302a586a8020f6b39886eac312dfe6a2fb7f1622fd,17886,0,0,3190,128005,2129,34064,3190,0,False,7,16,program_coeff_pivot,5,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/program_coeff_pivot/exact_lp_gap_pressure/events.jsonl,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/program_coeff_pivot/exact_lp_gap_pressure/checkpoint.json,1,False,86417.59282569587,0,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/program_coeff_pivot/exact_lp_gap_pressure/summary.json
misr/triangle_free_rect/program_coeff_pivot/graph_conflict_proxy/budget86400/git20750a588a5b,main,misr,triangle_free_rect,program_coeff_pivot,graph_conflict_proxy,patternboost,5226548398172510546,86400,1000000,16052,budget_exhausted,1.3333333333333333,168.9059308860451,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/program_coeff_pivot/graph_conflict_proxy/certificates/best_iter000120_be6219966e47.json,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/program_coeff_pivot/graph_conflict_proxy/renderings/best_iter000120_be6219966e47.svg,be6219966e477dac5e9b0c977f0a727c9f0cad2ea1e8fce795e97b252d4544a3,19266,0,0,3979,188043,2293,36688,3778,0,False,7,16,program_coeff_pivot,3,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/program_coeff_pivot/graph_conflict_proxy/events.jsonl,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/program_coeff_pivot/graph_conflict_proxy/checkpoint.json,1,False,86417.72637171857,0,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/program_coeff_pivot/graph_conflict_proxy/summary.json
misr/triangle_free_rect/program_coeff_pivot/triangle_free_exact_gap_pressure/budget86400/git20750a588a5b,main,misr,triangle_free_rect,program_coeff_pivot,triangle_free_exact_gap_pressure,patternboost,9186210102073304714,86400,1000000,14672,budget_exhausted,1.375,553.5375744644552,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/program_coeff_pivot/triangle_free_exact_gap_pressure/certificates/best_iter000365_810c33274db2.json,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/program_coeff_pivot/triangle_free_exact_gap_pressure/renderings/best_iter000365_810c33274db2.svg,810c33274db2a730040a5b32b326ba231a5acdac957584f6089b04486c0c33aa,17610,0,0,3269,131531,2095,33520,3267,0,False,7,16,program_coeff_pivot,4,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/program_coeff_pivot/triangle_free_exact_gap_pressure/events.jsonl,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/program_coeff_pivot/triangle_free_exact_gap_pressure/checkpoint.json,1,False,86407.18115738686,0,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/program_coeff_pivot/triangle_free_exact_gap_pressure/summary.json
misr/triangle_free_rect/sequence_pair_pivot/exact_lp_gap_pressure/budget86400/git20750a588a5b,main,misr,triangle_free_rect,sequence_pair_pivot,exact_lp_gap_pressure,patternboost,5381899176938748427,86400,1000000,14834,budget_exhausted,1.5,11231.834610372083,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/sequence_pair_pivot/exact_lp_gap_pressure/certificates/best_iter004345_c49fd89391eb.json,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/sequence_pair_pivot/exact_lp_gap_pressure/renderings/best_iter004345_c49fd89391eb.svg,c49fd89391eb8f2ffcd4bf0b642cc06950b90c6321623689906117ed255eb8e4,17802,0,0,3338,127991,2119,33904,3343,0,False,7,16,sequence_pair_pivot,5,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/sequence_pair_pivot/exact_lp_gap_pressure/events.jsonl,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/sequence_pair_pivot/exact_lp_gap_pressure/checkpoint.json,1,False,86426.67913561699,0,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/sequence_pair_pivot/exact_lp_gap_pressure/summary.json
misr/triangle_free_rect/sequence_pair_pivot/graph_conflict_proxy/budget86400/git20750a588a5b,main,misr,triangle_free_rect,sequence_pair_pivot,graph_conflict_proxy,patternboost,1814741934705825019,86400,1000000,15330,budget_exhausted,1.125,228.53048209100962,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/sequence_pair_pivot/graph_conflict_proxy/certificates/best_iter000160_136daf798f8a.json,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/sequence_pair_pivot/graph_conflict_proxy/renderings/best_iter000160_136daf798f8a.svg,136daf798f8a7f59c9d2c0351a5b8bd292d414de8c0e9d60de182908980dde73,18396,0,0,3843,180428,2189,35024,3690,0,False,7,16,sequence_pair_pivot,2,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/sequence_pair_pivot/graph_conflict_proxy/events.jsonl,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/sequence_pair_pivot/graph_conflict_proxy/checkpoint.json,1,False,86409.27765809605,0,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/sequence_pair_pivot/graph_conflict_proxy/summary.json
